num,year,title,publisher,mother company,is Global 50,year merged to Global 50
369,2017,CaminoIsland,Dell,Random House,O,
370,2017,TurtlesAlltheWayDown,Penguin Books,Pearson,O,
371,2017,TheGiftsofImperfectionLetGoofWhoYou,Brilliance Audio,,X,
372,2017,LoveYouForever,Firefly Books ,Firefly Books,X,
373,2017,ThePioneerWomanCooksComeandGetIt,William Morrow Cookbooks,HarperCollins,O,
374,2017,MindsetTheNewPsychologyofSuccess,Ballantine Books,Random House,O,
375,2017,WhereIsBaby'sBellyButtonALift-the-FlapBook,Little Simon,Simon & Schuster,O,
376,2017,Grant,Penguin Books,Pearson,O,
378,2017,SapiensABriefHistoryofHumankind,Harper Perennial,HarperCollins,O,
379,2017,TheIntelligentInvestorTheDefinitiveBookon,Harper Business,HarperCollins,O,
380,2017,ThePlantParadoxTheHiddenDangersin,Tantor Audio,,X,
381,2017,TheTrialsofApolloBookTwoTheDark,Disney-Hyperion,Disney-Hyperion,X,
382,2017,EverythingEverything,Avery,Random House,O,
383,2017,StartwithWhyHowGreatLeadersInspire,Portfolio,Pearson,O,
384,2017,NorseMythology,W. W. Norton & Company,W. W. Norton & Company,X,
385,2017,BeneathaScarletSky,Lake Union Publishing,amazon,X,
386,2017,DogManUnleashedFromtheCreatorof,Scholastic Children's Books ,Scholastic Corp.,O,
387,2017,LilacGirls,Ballantine Books,Random House,O,
388,2017,HarryPotterandtheSorcerer'sStoneThe,Scholastic Inc.,Scholastic Corp.,O,
389,2017,MagnusChaseandtheGodsofAsgardBook3,Disney-Hyperion,Disney-Hyperion,X,
390,2017,AlFrankenGiantoftheSenate,Twelve,Hachette Livre,O,
391,2017,PrinciplesLifeandWork,Simon & Schuster,Simon & Schuster,O,
392,2017,DaringGreatlyHowtheCouragetoBe,Avery,Random House,O,
393,2017,TheCompleteKetogenicDietforBeginnersYour,Rockridge Press ,Rockridge Press,X,
394,2017,Pok챕monDeluxeEssentialHandbookTheNeed,Scholastic Inc.,Scholastic Corp.,O,
395,2017,10-DayGreenSmoothieCleanse,Simon & Schuster ,Simon & Schuster,O,
396,2017,TheTotalMoneyMakeoverClassicEditionA,Thomas Nelson,HarperCollins,O,
397,2017,DragonsLoveTacos,Dial Books,Random House,O,
398,2017,HarryPotterPaperbackBoxSetBooks1-7,Arthur A. Levine Books,Scholastic (corp.),O,
399,2017,KillingEnglandTheBrutalStrugglefor,Henry Holt and Co.,Scholastic (corp.),O,
400,2017,RosieRevereEngineer,Harry N. Abrams,La Martinière Groupe,O,
