num,year,title,publisher,mother company,is Global 50,year merged to Global 50
448,2016,UninvitedLivingLovedWhenYouFeelLess,Thomas Nelson on Brilliance Audio,HarperCollins,O,
449,2016,TheNightingale,St. Martin's Griffin,Holtzbrinck,O,
450,2016,HarryPotterandtheChamberofSecretsThe,Arthur A. Levine Books,Scholastic (corp.),O,
451,2016,Fahrenheit451,Simon & Schuster,Simon & Schuster,O,
452,2016,LoveYouForever,Firefly Books ,Firefly Books,X,
453,2016,TheGreatGatsby,Scribner ,Simon & Schuster,O,
454,2016,TheFiveDysfunctionsofaTeamALeadership,Jossey-Bass,Wiley,O,
455,2016,AlltheLightWeCannotSee,Scribner,Simon & Schuster,O,
456,2016,BrownBearBrownBearWhatDoYouSee,Henry Holt and Co. (BYR),Holtzbrinck,O,
457,2016,TheAlchemist25thAnniversaryAFableAbout,HarperOne,HarperCollins,O,
458,2016,FerventAWoman'sBattlePlantoSerious,B&H Books,B&H Books,X,
459,2016,TheWhistler,Dell,Random House,O,
460,2016,IfAnimalsKissedGoodNight,Farrar Straus and Giroux ,Holtzbrinck,O,
461,2016,CookingforJeffreyABarefootContessaCookbook,Clarkson Potter,Random House ,O,
462,2016,TheTrialsofApolloBook1TheHiddenOracle,Disney-Hyperion,Disney-Hyperion,X,
463,2016,Knock-KnockJokesforKids,Revell ,Baker Publishing Group,X,
464,2016,PuppyBirthdaytoYouPawPatrolLittle,Golden Books,Random House,O,
465,2016,TheGiftsofImperfectionLetGoofWhoYou,Brilliance Audio,,X,
466,2016,CrisisofCharacterAWhiteHouseSecretService,Center Street,Hachette Livre,O,
467,2016,First100Animals,Priddy Books US,Priddy Books US,X,
468,2016,AdultColoringBooksAColoringBookforAdults,Independently published ,Independently published ,X,
469,2016,GoodnightMoon,HarperCollins,HarperCollins,O,
470,2016,DaringGreatlyHowtheCouragetoBe,Avery,Pearson,O,
471,2016,MissPeregrine'sHomeforPeculiarChildrenMiss,Quirk Books,Quirk Books,X,
472,2016,GritThePowerofPassionandPerseverance,Scribner,Simon & Schuster,O,
473,2016,EmotionalIntelligence2.0,TalentSmart,TalentSmart,X,
474,2016,TheUndergroundRailroadPulitzerPrize,Anchor,Anchor,X,
475,2016,TheOutsiders,Speak,Pearson,O,
476,2016,TheFoodLabBetterHomeCookingThrough,W. W. Norton & Company,W. W. Norton & Company,X,
477,2016,MeBeforeYou,Penguin Books,Pearson,O,
478,2016,ChickaChickaBoomBoomBoardBook,Little Simon ,Simon & Schuster,O,
479,2016,TheCareandKeepingofYouTheBodyBookfor,American Girl,American Girl,X,
480,2016,PottyLesliePatricelliboardbooks,Candlewick,TrustBridge Global Media,X,
481,2016,ToolsofTitansTheTacticsRoutinesandHabits,Houghton Mifflin Harcourt,HMH,O,
482,2016,First100PaddedNumbersColorsShapes,Priddy Books US,Priddy Books US,X,
483,2016,GoodVibesColoringBookColoringisFun,Design Originals,Design Originals,X,
484,2016,TheInstantPotElectricPressureCooker,Rockridge Press ,Rockridge Press,X,
485,2016,QuietingYourHeart6-MonthBible-StudyJournal,Time-Warp Wife Ministries ,Time-Warp Wife,X,
486,2016,TheBookwithNoPictures,Dial Books,Random House,O,
487,2016,CreativeHavenOwlsColoringBookAdult,Dover Publications,LSC Communications,X,
488,2016,MagnusChaseandtheGodsofAsgardBook2,Disney-Hyperion,Disney-Hyperion,X,
489,2016,SecretGardenAnInkyTreasureHuntand,Laurence King Publishing,Hachette Livre,X,2020
490,2016,HarryPotterandtheSorcerer'sStone,Scholastic Inc.,Scholastic (corp.),O,
491,2016,DragonsLoveTacos,Dial Books,Random House,O,
492,2016,Player'sHandbookDungeons&Dragons,Wizards of the Coast,Hasbro,X,
493,2016,TheEverythingKids'ScienceExperimentsBook,Everything,Everything,X,
494,2016,1984SignetClassics,Signet Classic ,Pearson,O,
495,2016,TheGiver1GiverQuartet,HMH Books for Young Readers,HMH,O,
497,2016,ThinkingFastandSlow,Farrar Straus and Giroux,Holtzbrinck,O,
498,2016,LittleBlueTruckboardbook,HMH Books for Young Readers ,HMH,O,
499,2016,HarryPotterColoringBook,Scholastic Inc.,Scholastic (corp.),O,
500,2016,TheDaytheCrayonsQuit,Philomel Books,Pearson,O,
