num,year,title,publisher,mother company,is Global 50,year merged to Global 50
660,2014,TheGiftsofImperfectionLetGoofWhoYou,Brilliance Audio,,X,
661,2014,Divergent/Insurgent/Allegiant,Katherine Tegen Books,HarperCollins,O,
662,2014,HeavenisforRealALittleBoy'sAstounding,Thomas Nelson,HarperCollins,O,
663,2014,FlashBoys,W. W. Norton & Company,W. W. Norton & Company,X,
664,2014,RushRevereandtheAmericanRevolutionTime,Threshold Editions,Simon & Schuster,O,
665,2014,DearZooALift-the-FlapBook,Little Simon,Simon & Schuster,O,
666,2014,TheGoing-To-BedBook,Little Simon,Simon & Schuster,O,
667,2014,TheWorldofIce&FireTheUntoldHistoryof,Bantam,Random House,O,
668,2014,TheRealACTPrepGuideOfficialActPrepGuide,Wiley,Wiley,O,
669,2014,GrayMountain,Dell ,Random House,O,
670,2014,WhattoExpectWhenYou'reExpecting,Workman Publishing Company,Workman Publishing Group,X,
671,2014,TheJesusStorybookBibleEveryStoryWhispers,ZonderKidz,HarperCollins,O,
672,2014,LeanInWomenWorkandtheWilltoLead,Knopf,Random House,O,
673,2014,TheInventionofWings,Penguin Books,Pearson,O,
674,2014,LordoftheFlies,Penguin Books,Pearson,O,
675,2014,NightNight,Hill and Wang ,Holtzbrinck,O,
676,2014,TheCatcherintheRye,Back Bay Books,Hachette Livre,O,
677,2014,SoulHealingMiraclesAncientandNewSacred,BenBella Books ,BenBella Books,X,
678,2014,TheCareandKeepingofYouTheBodyBookfor,American Girl,American Girl,X,
679,2014,TheSkinnytasteCookbookLightonCaloriesBig,Clarkson Potter,Random House,O,
680,2014,Fahrenheit451,Simon & Schuster,Simon & Schuster,O,
681,2014,GoodnightGoodnightConstructionSite,Chronicle Books,McEvoy Group,X,
682,2014,PaperTowns,Penguin Books,Pearson,O,
683,2014,TheEverythingKids'ScienceExperimentsBook,Everything,Everything,X,
684,2014,1984SignetClassics,Signet Classic ,Pearson,O,
685,2014,TheOutsiders,Speak,Pearson,O,
686,2014,MONEYMastertheGame7SimpleStepsto,Simon & Schuster,Simon & Schuster,O,
687,2014,GoodnightMoon,HarperCollins,HarperCollins,O,
688,2014,QuietThePowerofIntrovertsinaWorldThat,Crown,Random House,O,
689,2014,Revival,Gallery Books,Simon & Schuster,O,
690,2014,GiraffesCan'tDance,Cartwheel Books,Scholastic Corp.,O,
691,2014,MinecraftRedstoneHandbookAnOfficial,Scholastic Inc. ,Scholastic Corp.,O,
692,2014,OfMiceandMen,Penguin Books,Pearson,O,
693,2014,10-DayGreenSmoothieCleanseLoseUpto15,Simon & Schuster ,Simon & Schuster ,O,
694,2014,CrucialConversationsToolsforTalkingWhen,McGraw-Hill Education,McGraw-Hill Education,O,
695,2014,ADayintheSunDisneyFrozenPicturebackR,RH/Disney,Disney-Hyperion,X,
696,2014,TheGiverGiverQuartet,HMH Books for Young Readers,HMH,O,
697,2014,ChickaChickaBoomBoomBoardBook,Little Simon ,Simon & Schuster ,O,
698,2014,AgainstAllGrainDelectablePaleoRecipesto,Victory Belt Publishing,Victory Belt Publishing,X,
699,2014,MinecraftEssentialHandbook,Scholastic Inc.,Scholastic Corp.,O,
700,2014,GoodtoGreatWhySomeCompaniesMakethe,HarperBusiness,HarperCollins,O,
