num,year,title,publisher,mother company,is Global 50,year merged to Global 50
550,2015,TheWhole30The30-DayGuidetoTotalHealth,Houghton Mifflin Harcourt,HMH,O,
551,2015,DiaryofaMinecraftZombieBook1AScareofA,Zack Zombie Publishing ,Zack Zombie Publishing,X,
552,2015,TheGreatGatsby,Scribner ,Simon & Schuster,O,
553,2015,LostOceanAnInkyAdventureandColoring,Penguin Books,Pearson,O,
554,2015,TheFiveDysfunctionsofaTeamALeadership,Jossey-Bass,Wiley,O,
555,2015,TheOfficialSATStudyGuide,College Board,College Board,X,
556,2015,10-DayGreenSmoothieCleanse,Simon & Schuster ,Simon & Schuster,O,
557,2015,TheGiftsofImperfectionLetGoofWhoYou,Brilliance Audio,,X,
558,2015,ChickaChickaBoomBoomBoardBook,Little Simon ,Simon & Schuster,O,
559,2015,TheDaytheCrayonsCameHome,Philomel Books,Pearson,O,
560,2015,WhatIfSeriousScientificAnswerstoAbsurd,Houghton Mifflin Harcourt,HMH,O,
561,2015,PaperTowns,Penguin Books,Pearson,O,
562,2015,UnbrokenAWorldWarIIStoryofSurvival,Random House Trade Paperback,Random House,O,
563,2015,GetWhat'sYoursTheSecretstoMaxingOut,Simon & Schuster,Simon & Schuster,O,
564,2015,MagnusChaseandtheGodsofAsgardBook1,Disney-Hyperion,Disney-Hyperion,X,
565,2015,DragonsLoveTacos,Dial Books,Random House,O,
566,2015,Fahrenheit451,Simon & Schuster,Simon & Schuster,O,
567,2015,TheCareandKeepingofYouTheBodyBookfor,American Girl,American Girl,X,
568,2015,PottyLesliePatricelliboardbooks,Candlewick,TrustBridge Global Media,X,
569,2015,ThingExplainerComplicatedStuffinSimple,Houghton Mifflin Harcourt,HMH,O,
570,2015,DeadWakeTheLastCrossingoftheLusitania,Crown,Random House,O,
571,2015,TheGoing-To-BedBook,Little Simon,Simon & Schuster,O,
572,2015,InspiralizedTurnVegetablesintoHealthy,Clarkson Potter,Random House,O,
573,2015,MysticalMandalaColoringBookDoverDesign,Dover Publications ,LSC Communications,X,
574,2015,DiagnosticandStatisticalManualofMental,American Psychiatric Publishing,American Psychiatric Publishing,X,
575,2015,UltimateStickerBookFrozenMoreThan60,DK Children,Pearson,O,
576,2015,The20/20DietTurnYourWeightLossVision,Ghost Mountain Books,Ghost Mountain Books,X,
577,2015,NightNight,Hill and Wang ,Holtzbrinck,O,
578,2015,WhattoExpectWhenYou'reExpecting,Workman Publishing Company,Workman Publishing Group,X,
579,2015,TheJesusStorybookBibleEveryStoryWhispers,ZonderKidz,HarperCollins,O,
580,2015,TheRoadtoCharacter,Random House Trade Paperbacks,Random House,O,
581,2015,WhereIsBaby'sBellyButtonALift-the-FlapBook,Little Simon,Simon & Schuster,O,
582,2015,TheAlchemist25thAnniversaryAFableAbout,HarperOne,HarperCollins,O,
583,2015,GuessHowMuchILoveYou,Candlewick,TrustBridge Global Media,X,
584,2015,CreativeColoringInspirationsArtActivityPages,Design Originals,Design Originals,X,
585,2015,LittleBlueTruck,HMH Books for Young Readers,HMH,O,
586,2015,TheOutsiders,Speak,Pearson,O,
587,2015,ThinkingFastandSlow,Farrar Straus and Giroux,Holtzbrinck,O,
588,2015,TheEverythingKids'ScienceExperimentsBook,Everything,Everything,X,
589,2015,1984SignetClassics,Signet Classic ,Pearson,O,
590,2015,CrucialConversationsToolsforTalkingWhen,McGraw-Hill Education,McGraw-Hill Education,X,
591,2015,EmotionalIntelligence2.0,TalentSmart,TalentSmart,X,
592,2015,FortheLoveFightingforGraceinaWorldof,Thomas Nelson,HarperCollins,O,
593,2015,PressHereInteractiveBookforToddlersand,Chronicle Books,McEvoy Group,X,
594,2015,LittleBlueTruckboardbook,HMH Books for Young Readers ,HMH,O,
595,2015,BrownBearBrownBearWhatDoYouSee,Henry Holt and Co. (BYR),Holtzbrinck,O,
596,2015,ALongWalktoWaterBasedonaTrueStory,HMH Books for Young Readers,HMH,O,
597,2015,AGameofThrones/AClashofKings/AStorm,Bantam,Random House,O,
598,2015,RogueLawyer,Dell ,Random House,O,
599,2015,DetailedDesignsandBeautifulPatternsSacred,CreateSpace Independent Publishing Platform,,X,
600,2015,LordoftheFlies,Penguin Books,Pearson,O,
