num,year,title,publisher,mother company,is Global 50,year merged to Global 50
836,2012,GoodnightGoodnightConstructionSite,Chronicle Books,McEvoy Group,X,
837,2012,TheImmortalLifeofHenriettaLacks,Crown ,Random House ,O,
838,2012,TheFaultinOurStars,Penguin Books,Pearson,O,
839,2012,TheSerpent'sShadowTheKaneChronicles,Disney-Hyperio,Disney-Hyperion,X,
840,2012,OneThousandGiftsADaretoLiveFullyRight,Zondervan,HarperCollins,O,
841,2012,WildFromLosttoFoundonthePacificCrestTrail,Vintage,Random House,O,
842,2012,WinteroftheWorldBookTwooftheCentury,Berkley,Pearson,O,
843,2012,ThePioneerWomanCooksFoodfromMyFrontier,William Morrow Cookbooks,HarperCollins,O,
844,2012,TheLegoIdeasBookUnlockYourImagination,DK Children,Pearson,O,
845,2012,HeavenisforRealALittleBoy'sAstounding,Thomas Nelson,HarperCollins,O,
846,2012,JesusCallingEnjoyingPeaceinHisPresence,Thomas Nelson,HarperCollins,O,
847,2012,EattoLiveTheAmazingNutrient-RichProgram,Little Brown Spark,Hachette Livre,O,
848,2012,ThomasJeffersonTheArtofPower,Random House,Random House,O,
849,2012,GoodtoGreatWhySomeCompaniesMakethe,HarperBusiness,HarperCollins,O,
850,2012,TheAmateur,Ballantine Books,Random House,O,
851,2012,TheSmittenKitchenCookbookRecipesand,Knopf,Random House,O,
852,2012,WhattoExpectWhenYou'reExpecting,Workman Publishing Company,Workman Publishing Group,X,
853,2012,TheWalkingDeadCompendiumOne,Image Comics,Image Comics,X,
854,2012,TheSignalandtheNoiseWhySoMany,Penguin Books,Pearson,O,
855,2012,HowtoTellIfYourCatIsPlottingtoKillYou,Andrews McMeel Publishing,Andrews McMeel Publishing,X,
856,2012,ADancewithDragonsASongofIceandFire,Bantam,Random House,O,
857,2012,AmericaAgainRe-becomingtheGreatnessWe,Grand Central Publishing,Hachette Livre,O,
858,2012,LEGONINJAGOCharacterEncyclopedia,DK Children,Pearson,O,
859,2012,AmericanSniperTheAutobiographyoftheMost,HarperCollins,HarperCollins,O,
860,2012,OutliersTheStoryofSuccess,Back Bay Books,Hachette Livre,O,
861,2012,TeachLikeaChampion49TechniquesthatPut,Jossey-Bass,Wiley,O,
862,2012,BaredtoYou,Berkley ,Pearson,O,
863,2012,TheFourAgreementsAPracticalGuideto,Amber-Allen Publishing Incorporated ,Amber-Allen Publishing Incorporated ,X,
864,2012,StrengthsBasedLeadershipGreatLeaders,Gallup Press,Gallup Press,X,
865,2012,The17DayDietADoctor'sPlanDesignedfor,Free Press,Simon & Schuster,O,
866,2012,CrazyLoveOverwhelmedbyaRelentlessGod,David C Cook,David C Cook,X,
867,2012,GotheF**ktoSleep,Akashic Books,Akashic Books,X,
868,2012,BringUptheBodies,Picador,Holtzbrinck,O,
869,2012,GreatbyChoiceUncertaintyChaosandLuck,Harper Business,HarperCollins,O,
870,2012,EattoLiveTheAmazingNutrient-RichProgram,Little Brown Spark,Hachette Livre,O,
871,2012,ReflectedinYouCrossfireBook2,Berkley,Pearson,O,
872,2012,WhoMovedMyCheese,G. P. Putnam's Sons,Pearson,O,
873,2012,TheBookThief,Knopf Books for Young Readers,Random House,O,
874,2012,AGuidetotheProjectManagementBodyof,Project Management Institute,Project Management Institute,X,
875,2012,BehindtheBeautifulForeversLifeDeathand,Random House Trade Paperbacks,Random House,O,
876,2012,DeadlockedSookieStackhouse/TrueBlood,Ace,Pearson,O,
877,2012,CrucialConversationsToolsforTalkingWhen,McGraw-Hill Education,McGraw-Hill Education,O,
878,2012,ForksOverKnivesThePlant-BasedWaytoHealth,The Experiment,The Experiment,X,
879,2012,TheJesusStorybookBibleEveryStoryWhispers,ZonderKidz,HarperCollins,O,
880,2012,NotoriousNineteenAStephaniePlumNovel,Bantam,Random House,O,
881,2012,The4-HourChefTheSimplePathtoCooking,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,O,
882,2012,CloudAtlas,Random House Trade,Random House,O,
883,2012,TheAlchemist,HarperOne,HarperCollins,O,
884,2012,TheHungerGames,Scholastic Press,Scholastic (corp.),O,
885,2012,HelpThanksWowTheThreeEssentialPrayers,Riverhead Books,Pearson,O,
886,2012,Wonder,Knopf Books for Young Readers,Random House,O,
888,2012,ToHeavenandBackADoctor'sExtraordinary,WaterBrook,Random House,O,
889,2012,ForksOverKnives뷪heCookbookOver300,The Experiment,The Experiment,X,
890,2012,CatchingFireHungerGames,Scholastic Press,Scholastic (corp.),O,
891,2012,AMemoryofLightWheelofTimeBook14,Tor Books,Holtzbrinck,O,
892,2012,CabinFeverDiaryofaWimpyKidBook6,Harry N. Abrams,La Martinière Groupe,O,
893,2012,The7HabitsofHighlyEffectiveTeensThe,Simon & Schuster,Simon & Schuster,O,
894,2012,ThePassageofPowerTheYearsofLyndon,Vintage,Random House,O,
895,2012,ThePioneerWomanCooksRecipesfroman,William Morrow Cookbooks,HarperCollins,O,
896,2012,DivineHealingHandsExperienceDivinePower,Atria Books,Simon & Schuster,O,
897,2012,TheChinaStudyTheMostComprehensiveStudy,BenBella Books,BenBella Books,X,
899,2012,TheMeaningofMarriageFacingthe,Penguin Books,Pearson,O,
900,2012,NightNight,Hill and Wang ,Holtzbrinck,O,
