num,year,title,publisher,mother company,is Global 50,year merged to Global 50
189,2019,MagicTreeHouseBoxedSetBooks1-4,Random House Books for Young Readers,Pearson,O,
190,2019,ThenSheWasGone,Atria Books,Simon & Schuster,O,
191,2019,ThePioneersTheHeroicStoryoftheSettlers,Simon & Schuster ,Simon & Schuster,O,
193,2019,MedicalMediumLiverRescueAnswersto,Hay House Inc.,Hay House Inc.,X,
194,2019,TheCareandKeepingofYouTheBodyBookfor,American Girl,American Girl,X,
195,2019,There'sNoPlaceLikeSpaceAllAboutOurSolar,Random House Books for Young Readers,Pearson,O,
196,2019,HowtoDraw101Animals,Imagine That,Imagine That,X,
197,2019,UnicornActivityBookforKidsAges4-8AFun,Modern Kid Press ,Modern Kid Press ,X,
198,2019,SimplyKetoAPracticalApproachtoHealth&,Victory Belt Publishing,Victory Belt Publishing,X,
199,2019,TheOutsiders,Speak,Pearson,O,
200,2019,TheTryNottoLaughChallenge-WouldYour,Try Not to Laugh Challenge Group,Try Not to Laugh Challenge Group,X,
