num,year,title,publisher,mother company,is Global 50,year merged to Global 50
758,2013,ZEALOTTheLifeandTimesofJesusofNazareth,Random House Trade Paperbacks,Random House,O,
759,2013,TheOneandOnlyIvan,HarperCollins,HarperCollins,O,
760,2013,GoodtoGreatWhySomeCompaniesMakethe,HarperBusiness,HarperCollins,O,
761,2013,SI-COLOGY1TalesandWisdomfromDuck,Howard Books,Simon & Schuster,O,
762,2013,IT'SALLGOODDeliciousEasyRecipesThatWill,Grand Central Life & Style,Hachette Livre,O,
763,2013,OutliersTheStoryofSuccess,Back Bay Books,Hachette Livre,O,
764,2013,JerusalemACookbook,Ten Speed Press ,Random House,O,
765,2013,BecomingaSuppleLeopardMovement,Victory Belt Publishing,Victory Belt Publishing,X,
766,2013,GrainBrainTheSurprisingTruthaboutWheat,Little Brown Spark,Hachette Livre,O,
767,2013,LookingforAlaska,Penguin Books,Pearson,O,
768,2013,IAmMalalaTheGirlWhoStoodUpfor,Back Bay Books,Hachette Livre,O,
769,2013,LoveYouForever,Firefly Books ,Firefly Books,X,
770,2013,ThePerksofBeingaWallflower,MTV Books,Simon & Schuster,O,
771,2013,PracticalPaleoACustomizedApproachto,Victory Belt Publishing,Victory Belt Publishing,X,
772,2013,FiftyShadesTrilogyFiftyShadesofGrey/Fifty,Vintage,Random House,O,
773,2013,TheFastDietLoseWeightStayHealthyandLive,Atria Books,Simon & Schuster,O,
774,2013,TheJesusStorybookBibleEveryStoryWhispers,ZonderKidz,HarperCollins,O,
775,2013,Divergent/Insurgent,Katherine Tegen Books,HarperCollins,O,
776,2013,HowtoWinFriends&InfluencePeople,Pocket Books ,Simon & Schuster,O,
777,2013,TheBullyPulpitTheodoreRooseveltWilliam,Simon & Schuster,Simon & Schuster,O,
778,2013,TheHungerGamesBook1,Scholastic Press,Scholastic Corp.,O,
779,2013,ObamaCareSurvivalGuideTheAffordableCare,Humanix Books,Humanix Books,X,
780,2013,TheHarbingerTheAncientMysterythatHolds,Frontline ,Frontline ,X,
781,2013,TheImmortalLifeofHenriettaLacks,Crown ,Random House ,O,
782,2013,NightNight,Hill and Wang ,Holtzbrinck,O,
783,2013,FiftyShadesDarker,Vintage,Random House,O,
784,2013,EattoLiveTheAmazingNutrient-RichProgram,Little Brown Spark,Hachette Livre,O,
785,2013,ForksOverKnivesTheCookbookOver300,The Experiment,The Experiment,X,
786,2013,FiftyShadesFreedBookThreeoftheFifty,Vintage,Random House,O,
787,2013,TheAlchemist,HarperOne,HarperCollins,O,
788,2013,TheCatcherintheRye,Back Bay Books,Hachette Livre,O,
789,2013,MindsetTheNewPsychologyofSuccess,Ballantine Books,Random House,O,
790,2013,WheatBellyCookbook150RecipestoHelpYou,Rodale Books,Random House,O,
791,2013,MyMathLabStudentAccessKit,Pearson,Pearson,O,
792,2013,TheCareandKeepingofYouTheBodyBookfor,American Girl,American Girl,X,
793,2013,ThePowerofHabitWhyWeDoWhatWeDoin,Random House,Random House,O,
794,2013,TheReasonIJumpTheInnerVoiceofaThirteen,Random House Trade Paperbacks,Random House,O,
795,2013,StrengthsBasedLeadershipGreatLeaders,Gallup Press,Gallup Press,X,
796,2013,KaplanGREPremier2014with6PracticeTests,Kaplan Publishing,Kaplan Publishing,X,
797,2013,TheLongestRide,Grand Central Publishing,Grand Central Publishing,X,
798,2013,LifeCodeTheNewRulesforWinningintheReal,Bird Street Books,Bird Street Books,X,
799,2013,TheLegoIdeasBookUnlockYourImagination,DK Children,Pearson,O,
800,2013,AMemoryofLightWheelofTimeBook14,Tor Books,Holtzbrinck,O,
