387,2017,LilacGirls,Ballantine Books
388,2017,HarryPotterandtheSorcerer'sStoneThe…,Scholastic Inc.
389,2017,MagnusChaseandtheGodsofAsgardBook3…,Disney-Hyperion
390,2017,AlFrankenGiantoftheSenate,Twelve
391,2017,PrinciplesLifeandWork,Simon & Schuster
392,2017,DaringGreatlyHowtheCouragetoBe…,Avery
393,2017,TheCompleteKetogenicDietforBeginnersYour…,Rockridge Press 
394,2017,PokémonDeluxeEssentialHandbookTheNeed…,Scholastic Inc.
395,2017,10-DayGreenSmoothieCleanse,Simon & Schuster 
396,2017,TheTotalMoneyMakeoverClassicEditionA…,Thomas Nelson
397,2017,DragonsLoveTacos,Dial Books
398,2017,HarryPotterPaperbackBoxSetBooks1-7,Arthur A. Levine Books
399,2017,KillingEnglandTheBrutalStrugglefor…,Henry Holt and Co.
400,2017,RosieRevereEngineer,Harry N. Abrams
401,2016,HarryPotterandtheCursedChildParts1&2…,Arthur A. Levine Books 
402,2016,StrengthsFinder2.0,Gallup Press
403,2016,First100Words,Priddy Books US
404,2016,TheLife-ChangingMagicofTidyingUpThe…,Ten Speed Press
405,2016,OhthePlacesYou'llGo  ,Random House Books for Young Readers 
406,2016,DoubleDownDiaryofaWimpyKid#11,Harry N. Abrams
407,2016,WhenBreathBecomesAir,Random House
408,2016,GiraffesCan'tDance,Cartwheel Books
409,2016,The5LoveLanguagesTheSecrettoLovethat…,Northfield Publishing
410,2016,TheWhole30The30-DayGuidetoTotalHealth…,Houghton Mifflin Harcourt
411,2016,AManCalledOve,Washington Square Press
412,2016,KillingtheRisingSunHowAmericaVanquished…,Henry Holt and Co.
413,2016,HowtoWinFriends&InfluencePeople,Pocket Books 
414,2016,TheMagnoliaStory,Thomas Nelson
415,2016,Laugh-Out-LoudJokesforKids,Revell 
416,2016,ToKillaMockingbird,Harper Perennial 
417,2016,HillbillyElegyAMemoirofaFamilyandCulture…,Harper Paperbacks
418,2016,FantasticBeastsandWheretoFindThemThe…,Arthur A. Levine Books
419,2016,HamiltonTheRevolution,Grand Central Publishing
420,2016,TheGirlontheTrain,Riverhead Books
421,2016,MindsetTheNewPsychologyofSuccess,Ballantine Books
422,2016,TheOfficialSATStudyGuide2016Edition…,College Board
423,2016,AdultColoringBookDesignsStressRelief…,New Castle P&P 
424,2016,TheFourAgreementsAPracticalGuideto…,Amber-Allen Publishing Incorporated 
425,2016,MilkandHoney,Andrews McMeel Publishing
426,2016,TheGoing-To-BedBook,Little Simon
427,2016,BorntoRun,Vintage
428,2016,AlexanderHamilton,Penguin Books 
429,2016,TheVeryHungryCaterpillar,World of Eric Carle 
430,2016,The7HabitsofHighlyEffectivePeople…,Simon & Schuster
431,2016,TheConstitutionoftheUnitedStates,Applewood Books
432,2016,Wonder,Knopf Books for Young Readers
433,2016,TheWonderfulThingsYouWillBe,Random House Books for Young Readers
434,2016,YouAreaBadassHowtoStopDoubtingYour…,Running Press Adult
435,2016,ThugKitchenTheOfficialCookbookEatLike…,Rodale Books
436,2016,PokémonDeluxeEssentialHandbookTheNeed…,Scholastic Inc.
437,2016,PublicationManualoftheAmerican…,American Psychological Association
438,2016,CravingsRecipesforAlltheFoodYouWantto…,Clarkson Potter
439,2016,BetweentheWorldandMe,One World
440,2016,CalmtheF*ckDownAnIrreverentAdult…,CreateSpace Independent Publishing Platform
441,2016,DearZooALift-the-FlapBook,Little Simon
442,2016,JesusCallingEnjoyingPeaceinHisPresence…,Thomas Nelson
443,2016,NightNight,Hill and Wang 
444,2016,N/A
445,2016,HarryPotterPaperbackBoxSetBooks1-7,Arthur A. Levine Books
446,2016,HarryPotterandtheSorcerer'sStoneThe…,Scholastic Inc.
447,2016,10-DayGreenSmoothieCleanse,Simon & Schuster 
448,2016,UninvitedLivingLovedWhenYouFeelLess…,Thomas Nelson on Brilliance Audio
449,2016,TheNightingale,St. Martin's Griffin
